node	Loc	RTK70R
EU683797	Asia	sensitive
EF122539	Asia	sensitive
node_448	Asia	sensitive
node_452	Asia	sensitive
EU158876	Asia	sensitive
node_457	Asia	sensitive
KC156210	Asia	sensitive
node_460	Asia	sensitive
MF373176	Europe	sensitive
node_470	Asia	sensitive
AY746361	Asia	sensitive
AY739911	Asia	sensitive
node_897	Europe	sensitive
node_897	South Africa	
node_897	Southern Africa ex SA	
node_898	South Africa	sensitive
FM210749	West Africa	sensitive
node_916	West Africa	sensitive
FM210709	West Africa	sensitive
node_920	West Africa	sensitive
FM210745	West Africa	sensitive
node_927	West Africa	sensitive
FM210737	West Africa	sensitive
node_933	West Africa	sensitive
AB285780	Horn of Africa	sensitive
KU319542	Horn of Africa	sensitive
HM119881	Central Africa	sensitive
HM120021	Central Africa	sensitive
AY756839	Southern Africa ex SA	sensitive
AY756888	Southern Africa ex SA	sensitive
KM050082	Central Africa	sensitive
node_990	Central Africa	sensitive
KM050647	Central Africa	sensitive
node_1002	Central Africa	sensitive
node_1002	South Africa	
node_1035	Central Africa	sensitive
node_1039	Central Africa	sensitive
DQ113224	Central America	sensitive
HM120084	Central Africa	sensitive
HM120109	Central Africa	sensitive
AM041034	Central Africa	sensitive
node_1056	Central Africa	sensitive
node_1058	Central Africa	sensitive
HM119664	Central Africa	sensitive
HM119671	Central Africa	sensitive
KM050648	Central Africa	sensitive
HM119963	Central Africa	sensitive
HM119749	Central Africa	sensitive
GQ433884	Central Africa	sensitive
node_1234	Central Africa	sensitive
node_1235	Central Africa	sensitive
AY749172	Europe	sensitive
node_1242	Europe	sensitive
AY749171	Europe	sensitive
node_1247	Europe	sensitive
node_1251	Central Africa	sensitive
node_1252	Central Africa	sensitive
KM050625	Central Africa	sensitive
KM050624	Central Africa	sensitive
GQ433808	Central Africa	sensitive
EU251851	East Africa	sensitive
AY253313	East Africa	sensitive
KX907385	East Africa	sensitive
KM050747	Central Africa	sensitive
GQ433892	Central Africa	sensitive
node_1277	South Africa	sensitive
node_1278	South Africa	sensitive
node_1426	Central Africa	sensitive
node_1430	Central Africa	sensitive
KM050617	Central Africa	sensitive
KM049924	Central Africa	sensitive
node_1435	Central Africa	sensitive
node_1436	Central Africa	sensitive
AF443080	Southern Africa ex SA	sensitive
node_1443	Southern Africa ex SA	sensitive
node_1446	Central Africa	sensitive
node_1447	Central Africa	sensitive
DQ396389	South Africa	sensitive
EU244650	South Africa	sensitive
node_2366	South Africa	sensitive
node_2367	South Africa	sensitive
AF443076	Southern Africa ex SA	sensitive
AF443090	Southern Africa ex SA	sensitive
node_2512	South Africa	sensitive
node_2515	South Africa	sensitive
AY136985	South Africa	sensitive
node_2523	South Africa	sensitive
FJ199677	South Africa	sensitive
DQ275656	South Africa	sensitive
AY838568	South Africa	sensitive
AY585265	South Africa	sensitive
EF602250	South Africa	sensitive
node_2849	South Africa	sensitive
AY136958	South Africa	sensitive
node_2851	South Africa	sensitive
EU152418	South Africa	sensitive
AY589904	South Africa	sensitive
MF373192	Europe	sensitive
DQ878592	Europe	sensitive
node_3195	Horn of Africa	sensitive
node_3203	Horn of Africa	sensitive
AY242594	Horn of Africa	sensitive
node_3208	Horn of Africa	sensitive
KU319534	Horn of Africa	sensitive
AB285835	Horn of Africa	sensitive
AY102502	Horn of Africa	sensitive
AB285790	Horn of Africa	sensitive
node_3280	Horn of Africa	sensitive
node_3281	Horn of Africa	sensitive
AB285761	Horn of Africa	sensitive
AB285807	Horn of Africa	sensitive
HQ127522	South America	sensitive
EF379207	South America	sensitive
node_362	Asia	sensitive
node_364	Asia	sensitive
FJ878956	Asia	sensitive
node_386	Asia	sensitive
node_390	Asia	sensitive
node_392	Asia	sensitive
node_406	Asia	sensitive
node_408	Asia	sensitive
KU341725	Asia	sensitive
node_422	Asia	sensitive
KF835522	Asia	sensitive
JQ898248	Asia	sensitive
KC898995	Asia	sensitive
node_431	Asia	sensitive
node_445	Asia	sensitive
node_447	Asia	sensitive
HQ456675	Asia	sensitive
node_451	Asia	sensitive
HQ456671	Asia	sensitive
node_456	Asia	sensitive
DQ826662	Asia	sensitive
EF186963	Asia	sensitive
EF186936	Asia	sensitive
EF186970	Asia	resistant
GQ399069	Europe	sensitive
GU199564	Southern Africa ex SA	sensitive
EU244675	South Africa	sensitive
EU244681	South Africa	sensitive
HE588152	West Africa	sensitive
FM210723	West Africa	sensitive
FM210740	West Africa	sensitive
node_919	West Africa	sensitive
HE588154	West Africa	sensitive
node_926	West Africa	sensitive
FM210736	West Africa	sensitive
node_932	West Africa	sensitive
KM050317	Central Africa	sensitive
KM050316	Central Africa	sensitive
FJ388901	Europe	sensitive
node_1001	Central Africa	sensitive
node_1001	South Africa	
HM120103	Central Africa	sensitive
node_1034	Central Africa	sensitive
HM119925	Central Africa	sensitive
node_1038	Central Africa	sensitive
KU749425	Central Africa	sensitive
node_1055	Central Africa	sensitive
EU248545	Europe	sensitive
node_1057	Central Africa	sensitive
HM119609	Central Africa	sensitive
node_1233	Central Africa	sensitive
KM050710	Central Africa	sensitive
HM119874	Central Africa	sensitive
AY749174	Europe	sensitive
node_1241	Europe	sensitive
node_1244	Europe	sensitive
node_1246	Europe	sensitive
KM050094	Central Africa	sensitive
node_1250	Central Africa	sensitive
KM050151	Central Africa	sensitive
KM050022	Central Africa	sensitive
node_1274	South Africa	sensitive
node_1276	South Africa	sensitive
AY589874	South Africa	sensitive
EU152468	South Africa	sensitive
node_1421	Southern Africa ex SA	sensitive
node_1425	Central Africa	sensitive
node_1428	Central Africa	sensitive
node_1429	Europe	sensitive
KM050084	Central Africa	sensitive
node_1434	Central Africa	sensitive
HM120037	Central Africa	sensitive
GQ427120	Central Africa	sensitive
KY658706	Southern Africa ex SA	sensitive
AY829270	Southern Africa ex SA	sensitive
EF602621	Southern Africa ex SA	sensitive
node_1445	Central Africa	sensitive
GQ433815	Central Africa	sensitive
KM049964	Central Africa	sensitive
EF602206	South Africa	sensitive
node_2365	South Africa	sensitive
EF602186	South Africa	sensitive
EF602211	South Africa	sensitive
node_2510	South Africa	sensitive
node_2511	South Africa	sensitive
FJ199546	South Africa	sensitive
node_2514	South Africa	sensitive
node_2521	South Africa	sensitive
node_2522	South Africa	sensitive
node_2841	South Africa	sensitive
node_2848	South Africa	sensitive
AY196504	South Africa	sensitive
AY196508	South Africa	sensitive
AY789999	Horn of Africa	sensitive
node_3194	Horn of Africa	sensitive
node_3201	Horn of Africa	sensitive
node_3202	Horn of Africa	sensitive
AB285774	Horn of Africa	sensitive
node_3207	Horn of Africa	sensitive
AB285806	Horn of Africa	sensitive
GU969505	Europe	sensitive
AB285770	Horn of Africa	sensitive
AB285798	Horn of Africa	sensitive
JQ898261	Asia	sensitive
node_361	Asia	sensitive
EF186962	Asia	resistant
node_363	Asia	sensitive
node_372	Asia	sensitive
node_385	Asia	sensitive
EF186941	Asia	sensitive
node_389	Asia	sensitive
EF186938	Asia	sensitive
node_391	Asia	sensitive
node_395	Asia	sensitive
node_405	Asia	sensitive
DQ826639	Asia	sensitive
node_407	Asia	sensitive
EU030410	Asia	sensitive
EU158890	Asia	sensitive
KC898980	Asia	sensitive
FJ387048	Asia	sensitive
EF186974	Asia	sensitive
EF186968	Asia	resistant
EU683779	Asia	sensitive
node_446	Asia	sensitive
node_449	Asia	sensitive
node_450	Asia	sensitive
AF067157	Asia	sensitive
AF067159	Asia	sensitive
FM210687	West Africa	sensitive
FM210725	West Africa	sensitive
HE588156	West Africa	sensitive
node_925	West Africa	sensitive
FM210686	West Africa	sensitive
node_931	West Africa	sensitive
AY196517	South Africa	sensitive
AY703910	South Africa	sensitive
HM120062	Central Africa	sensitive
HM119808	Central Africa	sensitive
HM119622	Central Africa	sensitive
node_1037	Central Africa	sensitive
EU244679	South Africa	sensitive
node_1054	Central Africa	sensitive
node_1054	South Africa	
HM119990	Central Africa	sensitive
GQ433863	Central Africa	sensitive
HM119610	Central Africa	sensitive
HM120143	Central Africa	sensitive
EU248397	Europe	sensitive
node_1240	Europe	sensitive
AY749180	Europe	sensitive
AY749181	Europe	sensitive
AY749179	Europe	sensitive
node_1245	Europe	resistant
KM050428	Central Africa	sensitive
HM119643	Central Africa	sensitive
FJ199553	South Africa	sensitive
node_1273	South Africa	sensitive
AY589887	South Africa	sensitive
node_1275	South Africa	sensitive
node_1413	Southern Africa ex SA	sensitive
node_1420	Southern Africa ex SA	sensitive
FJ445731	Southern Africa ex SA	sensitive
node_1424	Central Africa	sensitive
AY589916	South Africa	sensitive
node_1427	Central Africa	sensitive
HM102334	Europe	sensitive
HM102338	Europe	sensitive
AY805330	Central Africa	sensitive
GQ427127	Central Africa	sensitive
KY658705	Southern Africa ex SA	sensitive
GQ433862	Central Africa	sensitive
EF602212	South Africa	sensitive
EF602196	South Africa	sensitive
DQ369984	South Africa	sensitive
node_2509	South Africa	sensitive
FJ199733	South Africa	sensitive
DQ275659	South Africa	sensitive
DQ396383	South Africa	sensitive
node_2513	South Africa	sensitive
node_2519	South Africa	sensitive
node_2520	South Africa	sensitive
FJ199706	South Africa	sensitive
DQ369981	South Africa	sensitive
AY463225	South Africa	sensitive
node_2840	South Africa	sensitive
node_2846	South Africa	sensitive
node_2847	South Africa	sensitive
node_3192	Horn of Africa	sensitive
node_3193	Horn of Africa	sensitive
MF373146	Europe	sensitive
node_3200	Horn of Africa	sensitive
GQ400158	Europe	sensitive
AB285784	Horn of Africa	sensitive
AY242589	Horn of Africa	sensitive
node_3206	Europe	sensitive
JQ898250	Asia	sensitive
node_360	Asia	sensitive
DQ826645	Asia	sensitive
DQ826659	Asia	sensitive
node_369	Asia	sensitive
node_371	Asia	sensitive
node_374	Asia	sensitive
node_384	Asia	sensitive
EF186926	Asia	sensitive
EF186983	Asia	sensitive
EU683764	Asia	sensitive
EU683791	Asia	sensitive
EU106125	Asia	sensitive
node_394	Asia	sensitive
node_397	Asia	sensitive
node_404	Asia	sensitive
EU030413	Asia	sensitive
EU110074	Asia	sensitive
AY746385	Asia	sensitive
DQ826599	Asia	sensitive
EF186933	Asia	sensitive
HQ456673	Asia	sensitive
HQ456679	Asia	sensitive
DQ826665	Asia	resistant
FM210722	West Africa	sensitive
node_924	West Africa	sensitive
FM210699	West Africa	sensitive
FM210726	West Africa	sensitive
HM119956	Central Africa	sensitive
node_1036	East Africa	sensitive
node_1046	Central Africa	sensitive
node_1053	South Africa	sensitive
AY749177	Europe	sensitive
AF338992	Europe	sensitive
AY749169	Europe	sensitive
AY749170	Europe	resistant
EU854503	South Africa	sensitive
GU253399	South Africa	sensitive
AY589908	South Africa	sensitive
EF602215	South Africa	sensitive
GQ400542	Europe	sensitive
node_1412	Southern Africa ex SA	sensitive
node_1418	Southern Africa ex SA	sensitive
node_1419	Southern Africa ex SA	sensitive
node_1422	Europe	sensitive
node_1423	Central Africa	sensitive
KM050232	Central Africa	sensitive
GQ433891	Central Africa	sensitive
AY463223	South Africa	sensitive
node_2508	South Africa	sensitive
FJ199623	South Africa	sensitive
DQ369977	South Africa	sensitive
node_2517	South Africa	sensitive
node_2518	South Africa	sensitive
FJ199741	South Africa	sensitive
DQ093587	South Africa	sensitive
node_2826	South Africa	sensitive
node_2839	South Africa	sensitive
node_2844	South Africa	sensitive
node_2845	South Africa	sensitive
FJ199676	South Africa	sensitive
AY196502	South Africa	sensitive
node_3187	Europe	sensitive
node_3191	Horn of Africa	sensitive
AB485643	Horn of Africa	sensitive
AF447839	Horn of Africa	sensitive
node_3196	Horn of Africa	sensitive
node_3199	Horn of Africa	sensitive
HM191525	Europe	sensitive
node_3205	Europe	sensitive
node_358	Asia	sensitive
node_359	Asia	sensitive
node_366	Asia	sensitive
node_368	Asia	sensitive
EU683793	Asia	sensitive
node_370	Asia	sensitive
KU341723	Asia	sensitive
node_373	Asia	sensitive
node_382	Asia	sensitive
node_383	Asia	sensitive
DQ826635	Asia	sensitive
FJ878945	Asia	sensitive
EF186960	Asia	sensitive
node_396	Asia	sensitive
node_400	Asia	sensitive
node_403	Asia	sensitive
FM210752	West Africa	sensitive
node_923	West Africa	sensitive
KX907339	East Africa	sensitive
KX907391	East Africa	sensitive
AY694266	Europe	sensitive
KM050092	Central Africa	sensitive
node_1049	South Africa	sensitive
node_1052	South Africa	sensitive
node_1405	Southern Africa ex SA	sensitive
node_1411	Southern Africa ex SA	sensitive
node_1414	Southern Africa ex SA	sensitive
node_1417	Southern Africa ex SA	sensitive
GU199576	Southern Africa ex SA	sensitive
AM071449	Southern Africa ex SA	sensitive
AY165214	Europe	sensitive
AY165215	Europe	sensitive
AM071452	Southern Africa ex SA	sensitive
FR666649	Central Africa	sensitive
DQ093591	South Africa	sensitive
DQ369983	South Africa	sensitive
FJ199724	South Africa	sensitive
DQ164115	South Africa	sensitive
KU749415	South Africa	sensitive
JN687643	South Africa	sensitive
EU244691	South Africa	sensitive
DQ396373	South Africa	sensitive
FJ199639	South Africa	sensitive
node_2838	South Africa	sensitive
node_2842	South Africa	sensitive
node_2843	South Africa	sensitive
EU244687	South Africa	sensitive
AY136957	South Africa	sensitive
DQ055217	Europe	sensitive
node_3186	Europe	sensitive
node_3188	Horn of Africa	sensitive
node_3190	Horn of Africa	sensitive
AB285842	Horn of Africa	sensitive
AB285788	Horn of Africa	sensitive
AY165260	Europe	sensitive
node_3198	Horn of Africa	sensitive
HM191522	Europe	sensitive
HM191524	Europe	sensitive
JQ898254	Asia	sensitive
JQ898265	Asia	sensitive
KC870038	Asia	sensitive
JQ898242	Asia	sensitive
EU110072	Asia	sensitive
EU781843	Asia	sensitive
HQ456669	Asia	resistant
node_367	Asia	sensitive
KF835515	Asia	sensitive
FJ878965	Asia	sensitive
EU484324	Asia	sensitive
EU158882	Asia	sensitive
node_377	Asia	sensitive
node_381	Asia	sensitive
KU341731	Asia	sensitive
DQ826660	Asia	sensitive
EU158888	Asia	sensitive
EU158889	Asia	sensitive
node_398	Asia	sensitive
node_399	Asia	sensitive
EU484322	Asia	sensitive
node_402	Asia	sensitive
FM210689	West Africa	sensitive
node_922	West Africa	sensitive
EU244665	South Africa	sensitive
node_1048	South Africa	sensitive
EU244664	South Africa	sensitive
node_1051	South Africa	sensitive
node_1403	Southern Africa ex SA	sensitive
node_1404	Southern Africa ex SA	sensitive
node_1406	Southern Africa ex SA	sensitive
node_1410	Southern Africa ex SA	sensitive
AM071434	Southern Africa ex SA	sensitive
AM071412	Southern Africa ex SA	sensitive
AM071427	Southern Africa ex SA	sensitive
node_1416	Southern Africa ex SA	sensitive
node_2836	South Africa	sensitive
node_2837	South Africa	sensitive
AY196498	South Africa	sensitive
GU199529	Southern Africa ex SA	sensitive
AY772694	South Africa	sensitive
AY136992	South Africa	sensitive
node_3185	Europe	sensitive
MF373159	Europe	sensitive
DQ113042	Central America	sensitive
AY790001	Horn of Africa	sensitive
AB285804	Horn of Africa	sensitive
node_3189	Horn of Africa	sensitive
AB285839	Horn of Africa	sensitive
node_3197	Horn of Africa	sensitive
DQ826657	Asia	sensitive
EF186939	Asia	sensitive
AY787522	Asia	sensitive
node_376	Asia	sensitive
EF186932	Asia	sensitive
node_380	Asia	sensitive
HQ456678	Asia	sensitive
EF186976	Asia	sensitive
AY787535	Asia	sensitive
HQ456680	Asia	sensitive
DQ826615	Asia	sensitive
node_401	Asia	sensitive
HE588153	West Africa	sensitive
FM210717	West Africa	sensitive
FJ199765	South Africa	sensitive
node_1047	South Africa	sensitive
EU244666	South Africa	sensitive
node_1050	South Africa	sensitive
DQ093589	South Africa	sensitive
node_1402	Southern Africa ex SA	sensitive
HM119757	Central Africa	sensitive
GQ400608	Europe	sensitive
HM534030	South America	sensitive
EU248523	Europe	sensitive
node_1408	Southern Africa ex SA	sensitive
node_1409	Southern Africa ex SA	sensitive
AM071432	Southern Africa ex SA	sensitive
node_1415	Southern Africa ex SA	sensitive
node_2835	South Africa	sensitive
AY901980	South Africa	sensitive
DQ396377	South Africa	sensitive
EF602221	South Africa	sensitive
node_3183	Europe	sensitive
